n_inventario,autore,titolo,casa_editrice,anno,isbn,generi,ripetuti,checked_isbn,isbn_type,authenticity,matched_title
A199,Isabel Allende,Le avventure di aquila e giaguaro,Feltrinelli,2004,9788807883259,"Ragazzi, Avventura",FALSE,9788858857861,ISBN-13,found-isbn-by-title,
A1575,Michael J. Gelb,Il segreto da Vinci,Il Saggiatore,2004,9788842812547,"Saggistica, Arte, Self-help",FALSE,8842812609,ISBN-10,found-isbn-by-title,
A200,Oscar Wilde,Il ritratto di Dorian Gray,Feltrinelli,2016,9788807900402,"Narrativa, Classico",FALSE,8807820110,ISBN-10,corrected-isbn-by-title,Simposio o sull'amore. Testo greco a fronte
A1577,Robert S. Elegant,Manciù,Bompiani,1987,-,"Romanzo Storico, Avventura",FALSE,8845210081,ISBN-10,found-isbn-by-title,
A201,Paulo Coelho,Sulla sponda del fiume Pietra...,Mondadori,1996,9788845229045,"Narrativa, Romanzo",FALSE,9788845229045,invalid,not-found (No valid ISBN found in title results),
A202,Patrick Dennis,Intorno al mondo con zia Mame,Adelphi,2011,9788845925696,"Narrativa, Umorismo",FALSE,9788845984549,ISBN-13,corrected-isbn-by-title,Punto contro punto
A203,J. W. Goethe,Le affinità elettive,Mondadori,2017,9788804677277,"Narrativa, Classico",FALSE,9788858818640,ISBN-13,found-isbn-by-title,ISBN not found in the database
A1677,Marie Cardinal,Le parole per dirlo,Bompiani,1981,9788845207860,"Narrativa, Psicologico",FALSE,9788858720028,ISBN-13,found-isbn-by-title,ISBN not found in the database
A1578,Miguel de Cervantes,Don Chisciotte della Mancia,Mondadori,2017,9788804642749,"Narrativa, Classico",FALSE,9788804642749,ISBN-13,ok,Don Chisciotte della Mancia
A1582,"Gramellini, Gamberale",Avrò cura di te,Longanesi,2012,9788830436688,"Narrativa, Romanzo",FALSE,9788830436688,ISBN-13,ok,Avrò cura di te
A204,Adam Blade,Beast Quest - Ferno il signore...,Salani,2015,9788862561501,"Ragazzi, Fantasy",FALSE,9788869180880,ISBN-13,corrected-isbn-by-title,Bambini al rogo
A1581,Gordon L. Rottman,Eserciti della guerra del golfo 1990-91,Edizioni del Prado,1998,-,"Saggistica, Storia, Militaria",FALSE,9788825413250,ISBN-13,found-isbn-by-title,
A205,Andrea Vitali,La mamma del sole,Garzanti,2010,9788811681670,"Narrativa, Romanzo",FALSE,9788811130536,ISBN-13,corrected-isbn-by-title,Il villaggio senza lacrime
A206,David Bellemère,Le quindici gioie del matrimonio,Newton Compton,1994,9788879833745,"Saggistica, Satira, Classico",FALSE,9788879833745,ISBN-13,ok,Le quindici gioie del matrimonio
A1580,Massimo Gramellini,Fai bei sogni,Longanesi,2013,9788830429154,"Narrativa, Autobiografico",FALSE,9788830429154,ISBN-13,ok,Fai bei sogni
A1570,Bram Stoker,Dracula,Einaudi,2016,9788806219278,"Horror, Classico",FALSE,9788728039229,ISBN-13,found-isbn-by-title,
A207,Wilbur Smith,Monsone,Longanesi,1999,9788830416970,"Avventura, Romanzo Storico",FALSE,9788830524217,ISBN-13,found-isbn-by-title,ISBN not found in the database
A1574,Luca Reteuna,Sorella Acqua,Effatà,2012,9788874027781,"Saggistica, Ecologia",FALSE,8883870255,ISBN-10,corrected-isbn-by-title,Ernst Jünger
A208,E.J. Michael,Regina del sole,Sonzogno,1996,9788845408991,Romanzo Storico,FALSE,8804458607,ISBN-10,corrected-isbn-by-title,Terrarossa
A1571,Gabriel García Márquez,Cent'anni di solitudine,Mondadori,1987,9788804305713,"Narrativa, Classico, Realismo Magico",FALSE,8807830094,ISBN-10,found-isbn-by-title,
A1572,Gabriel García Márquez,Cent'anni di solitudine,Feltrinelli,1987,-,"Narrativa, Classico, Realismo Magico",FALSE,8807830094,ISBN-10,found-isbn-by-title,
A209,Ken Follett,Un luogo chiamato libertà,Mondadori,1995,9788804406283,Romanzo Storico,FALSE,9788852013713,ISBN-13,found-isbn-by-title,
A1569,Stephen Badsey / David G. Chandler,Normandia 1944,Edizioni del Prado,1998,9788483720035,"Saggistica, Storia, Militaria",FALSE,8478389776,ISBN-10,corrected-isbn-by-title,Le truppe specializzate di Napoleone
A210,Carlo Cassola,L'antagonista,Rizzoli,1976,9788817110037,"Narrativa, Romanzo",FALSE,8817133477,ISBN-10,found-isbn-by-title,ISBN not found in the database
A211,Giacobbe Fragomeni,All'ultimo round. La mia storia,Limina,2013,9788860411624,"Biografia, Sport",FALSE,8860411637,ISBN-10,found-isbn-by-title,ISBN not found in the database
A1568,Elizabeth Bowen,The House in Paris,Penguin Books,1976,140005358,"Narrativa, Romanzo (Inglese)",FALSE,9781984899972,ISBN-13,found-isbn-by-title,
A1567,Stefano Zecchi,Amata per caso,Mondadori,2004,9771123835008,"Narrativa, Romanzo",FALSE,9781632910684,ISBN-13,found-isbn-by-title,ISBN not found in the database
A212,Albert Einstein,Come io vedo il mondo,Newton Compton,1993,9788879833073,"Saggistica, Fisica, Filosofia",FALSE,9791220271332,ISBN-13,corrected-isbn-by-title,Tutte le fiabe
A1565,Mika Waltari,Turms l'Etrusco,Mondadori,1985,9788804266606,Romanzo Storico,FALSE,8876159541,ISBN-10,found-isbn-by-title,
A213,Paolo D'Agostini,Dizionari del cinema: Commedia,Electa,2009,9788837057039,"Saggistica, Cinema",FALSE,8855706241,ISBN-10,found-isbn-by-title,ISBN not found in the database
A214,Giuseppe De Grassi,Occhi di ragazzo,Rai Eri,2002,9788839712065,"Biografia, Musica",FALSE,8893494426,ISBN-10,found-isbn-by-title,
A1566,Margaret Mazzantini,Mare al mattino,Einaudi,2011,9788845119323,"Narrativa, Attualità",FALSE,9788852065842,ISBN-13,corrected-isbn-by-title,Volo nella notte
A215,Frances Hardinge,Volo nella notte,Fabbri Editori,2006,9788845119026,"Ragazzi, Fantasy",FALSE,8845119327,ISBN-10,found-isbn-by-title,ISBN not found in the database
A216,B. Taylor Bradford,L'amore non può attendere,Sperling & Kupfer,2009,9788820047719,"Narrativa, Rosa",FALSE,8820047292,ISBN-10,corrected-isbn-by-title,Racconto d'inverno. Peter Coniglio
A287,Giovanni Boccaccio,Decameron,Mondadori,2015,9788804648781,"Classico, Racconti",FALSE,9786558947103,ISBN-13,found-isbn-by-title,
A217,John Grisham,L'uomo della pioggia,Mondadori,1997,9788804423010,"Giallo, Thriller",FALSE,8878191876,ISBN-10,corrected-isbn-by-title,L'uomo della pioggia
A218,William Shakespeare,La tempesta,Mondadori,2017,9788804677767,"Teatro, Classico",FALSE,9788897313656,ISBN-13,found-isbn-by-title,
A219,Luis Sepúlveda,Il vecchio che leggeva romanzi d'amore,Guanda,2001,9788882463761,"Narrativa, Romanzo",FALSE,888246752X,ISBN-10,found-isbn-by-title,
A220,Javier Ruescas,Tutti i colori di te,Feltrinelli,2016,9788807922736,"Young Adult, Rosa",FALSE,9788809932241,ISBN-13,found-isbn-by-title,
A221,Jenny Lawson,Follemente felice,Sperling & Kupfer,2015,9788820059346,"Saggistica, Umorismo, Memorie",FALSE,9788820094034,ISBN-13,found-isbn-by-title,
A222,Gavriel Savit,Anna e l'Uomo delle rondini,Sperling & Kupfer,2016,9788820059889,"Romanzo Storico, Ragazzi",FALSE,9788820095307,ISBN-13,found-isbn-by-title,
A223,Shakespeare,Sogno di una notte di mezz'estate,Mondadori,2017,9788804677750,"Teatro, Classico",FALSE,9788831815833,ISBN-13,found-isbn-by-title,
A224,Alex Soojung/Kim Pang,Dipendenza digitale,LSWR,2013,9788868951443,"Saggistica, Tecnologia, Psicologia",FALSE,9788868951443,ISBN-13,ok,Dipendenza digitale. Istruzioni per un uso equilibrato e felice della tecnologia
A244,Charles Baudelaire,I fiori del male,Mondadori,2014,9788804627838,"Poesia, Classico",FALSE,9788804627838,ISBN-13,ok,I fiori del male. Testo francese a fronte
A225,Nadia Tempest,10 cose che non avresti mai pensato...,Sperling & Kupfer,2016,9788820060960,"Saggistica, Curiosità, Young Adult",FALSE,8820060892,ISBN-10,found-isbn-by-title,
A226,Nicholas Sparks,La risposta è nelle stelle,Frassinelli,2013,9788820054709,"Narrativa, Rosa",FALSE,9788873398721,ISBN-13,found-isbn-by-title,
A227,Marco Braico,Metà di tutto,Effatà,2013,9788874028473,"Narrativa, Romanzo",FALSE,9788874028467,ISBN-13,found-isbn-by-title,
A228,Nicola Gardini,Viva il latino,Garzanti,2016,9788811676235,"Saggistica, Linguistica",FALSE,9788811144816,ISBN-13,found-isbn-by-title,
A229,Chris Weitz,The new order,Sperling & Kupfer,2016,9788820060069,"Young Adult, Distopico",FALSE,9788820060069,invalid,not-found (No valid ISBN found in title results),
A230,Charlotte Roth,Quando eravamo immortali,Sperling & Kupfer,2014,9788820057274,Romanzo Storico,FALSE,9788820095208,ISBN-13,found-isbn-by-title,
A231,Stephen King,On writing,Frassinelli,2015,9788820058813,"Saggistica, Scrittura, Autobiografia",FALSE,9788892740907,ISBN-13,found-isbn-by-title,
A232,Luca Reteuna,E dopo? Energie rinnovabili per tutti,Effatà,2009,9788874025175,"Saggistica, Ecologia, Tecnologia",FALSE,9788874024940,ISBN-13,found-isbn-by-title,
A233,Luca Reteuna,Cure dolci cure,Effatà,2010,9788874026363,"Saggistica, Salute",FALSE,8863631913,ISBN-10,found-isbn-by-title,
A234,Fëdor Dostoevskij,Memorie dal sottosuolo,Mondadori,2017,9788804674391,"Narrativa, Classico, Filosofia",FALSE,9788817865593,ISBN-13,found-isbn-by-title,
A235,Nathaniel Hawthorne,La lettera scarlatta,Mondadori,2015,9788804658254,"Narrativa, Classico, Romanzo Storico",FALSE,8811364833,ISBN-10,found-isbn-by-title,
A236,Kiera Cass,The Selection,Sperling & Kupfer,2015,9788820053703,"Young Adult, Distopico, Rosa",FALSE,9780062059956,ISBN-13,corrected-isbn-by-title,"Mafia da legare. Pazzi sanguinari, matti per convenienza, finte perizie, vere malattie: come Cosa Nostra usa la follia"
A237,S. Calvani M. Albertazzi,Saccheggio mondiale,Effatà,2011,9788874027209,"Saggistica, Attualità, Economia",FALSE,9788874026630,ISBN-13,found-isbn-by-title,
A238,Arwen Elys Dayton,Seeker,Sperling & Kupfer,2016,9788820060380,"Ragazzi, Fantasy",FALSE,8871685059,ISBN-10,found-isbn-by-title,
A239,Edmondo De Amicis,Cuore,Mondadori,2016,9788804660486,"Ragazzi, Classico",FALSE,9788831813808,ISBN-13,found-isbn-by-title,
A240,Paul Dowswell,L'ultima alba di guerra,Feltrinelli,2016,9788807921852,"Ragazzi, Romanzo Storico",FALSE,9788858826324,ISBN-13,found-isbn-by-title,
A241,Alessia Gazzola,L'allieva,Longanesi,2016,9788830429948,"Giallo, Romanzo",FALSE,8850227221,ISBN-10,found-isbn-by-title,
A242,Andrew Fukuda,The Hunt,Il Castoro,2013,9788880336968,"Young Adult, Horror",FALSE,9788880336968,invalid,not-found (No valid ISBN found in title results),
A243,Seneca,Apokolokyntosis,Mondadori,2017,9788804674339,"Classico, Satira",FALSE,8809207106,ISBN-10,found-isbn-by-title,
A245,Luca Reteuna,Speriamo nel mare!,Effatà,2013,9788874028306,"Saggistica, Ecologia",FALSE,9788874028429,ISBN-13,corrected-isbn-by-title,Esercizi di felicità
A246,Jonathan Coe,Lo specchio dei desideri,Feltrinelli,2012,9788807018996,"Narrativa, Romanzo",FALSE,8807921898,ISBN-10,found-isbn-by-title,
A247,Patrick Süskind,Il profumo,TEA,1985,9788878191297,"Thriller, Romanzo Storico",FALSE,8879726072,ISBN-10,corrected-isbn-by-title,I quattro dell'oca selvaggio
A248,Nicolas Vanier,Belle & Sebastien,Sperling & Kupfer,2014,9788820055745,"Ragazzi, Avventura",FALSE,4064066071455,ISBN-13,corrected-isbn-by-title,Vacanze da Tiffany
A249,Robin Hobb,L'assassino,Sperling & Kupfer,2015,9788820059636,"Fantasy, Formazione",FALSE,9788834728697,ISBN-13,found-isbn-by-title,
A250,Alessandro Gisotti,Dio e Obama,Effatà,2010,9788874026005,"Saggistica, Politica, Religione",FALSE,9788874025657,ISBN-13,corrected-isbn-by-title,Se non ami...
A251,Fëdor Dostoevskij,Il sosia,Mondadori,2016,9788804660493,"Narrativa, Classico",FALSE,9788817028844,ISBN-13,found-isbn-by-title,
A252,Erasmo da Rotterdam,Elogio della follia,Mondadori,2017,9788804674353,"Filosofia, Classico",FALSE,9788818034738,ISBN-13,found-isbn-by-title,
A253,Plauto,Poenulus - Truculentus,Mondadori,2015,9788804653608,"Teatro, Classico",FALSE,8804788674,ISBN-10,corrected-isbn-by-title,Il trono di spade. Libro quinto delle Cronache del ghiaccio e del fuoco
A254,Giovanni Verga,Mastro-don Gesualdo,Mondadori,2017,9788804683072,"Narrativa, Classico",FALSE,9791041965632,ISBN-13,found-isbn-by-title,
A255,Stephen Chbosky,Noi siamo infinito,Sperling & Kupfer,2015,9788868360153,"Young Adult, Narrativa",FALSE,9788873396819,ISBN-13,corrected-isbn-by-title,La Zona italiana
A256,Luigi Pirandello,"Uno, nessuno e centomila",Feltrinelli,2016,9788807900419,"Narrativa, Classico",FALSE,9791281053311,ISBN-13,corrected-isbn-by-title,Origini della disuguaglianza
A257,Giorgio Faletti,Niente di vero tranne gli occhi,Mondadori,2004,9788804527374,"Giallo, Thriller",FALSE,9788834606612,ISBN-13,corrected-isbn-by-title,Nell'acqua
A258,Giuseppe Catozzella,Il grande futuro,Feltrinelli,2016,9788807031759,"Narrativa, Attualità",FALSE,9788858827598,ISBN-13,found-isbn-by-title,
A259,Anna Todd,Imagines,Sperling & Kupfer,2016,9788820060374,"Young Adult, Rosa",FALSE,9788831635165,ISBN-13,corrected-isbn-by-title,The crown. The selection
A260,Tacito,Annali,Mondadori,2014,9788804646541,"Saggistica, Storia, Classico",FALSE,8817123099,ISBN-10,found-isbn-by-title,
A261,Franco Causio (I. Cucci),Vincere è l'unica cosa che conta,Sperling & Kupfer,2015,9788820059797,"Biografia, Sport, Calcio",FALSE,9788820094003,ISBN-13,found-isbn-by-title,
A262,Jason R. Briggs,Python per ragazzi,LSWR,2016,9788868953683,"Ragazzi, Informatica, Manualistica",FALSE,9798307281086,ISBN-13,corrected-isbn-by-title,A volontà. Giornata semi-vera in compagnia di due amiche che sfidano i pregiudizi sulla grassofobia
A263,Giuseppe Catozzella,Non dirmi che hai paura,Feltrinelli,2014,9788807030776,"Narrativa, Biografia, Attualità",FALSE,9788858822814,ISBN-13,found-isbn-by-title,
A264,D. Agasso Jr. A. Celeghini,Uno sarà preso,Effatà,2008,9788874024505,"Saggistica, Storia",FALSE,8874024061,ISBN-10,found-isbn-by-title,
A265,John Grogan,Io & Marley,Sperling & Kupfer,2015,9788868361099,"Narrativa, Animali",FALSE,9788831815048,ISBN-13,corrected-isbn-by-title,Batte il cuore
A266,AA. VV.,Fidati di me,Sperling & Kupfer,2015,9788820059124,"Narrativa, Racconti",FALSE,1518733824,ISBN-10,found-isbn-by-title,
A267,Stephen King,On writing,Frassinelli,2015,9788820059347,"Saggistica, Scrittura",FALSE,9788892740907,ISBN-13,corrected-isbn-by-title,Recupera una vista perfetta con lo yoga per gli occhi
A270,"Del Toma, Macrì",L'alimentazione equilibrata,LSWR,2016,9788868954208,"Saggistica, Salute",FALSE,8868952637,ISBN-10,corrected-isbn-by-title,Lino Selvatico - Una seconda Belle Époque
A271,Douglas Adams,"La vita, l'Universo e tutto quanto",Mondadori,2009,9788804584285,"Fantascienza, Umorismo",FALSE,9788852022586,ISBN-13,corrected-isbn-by-title,Addio all'estate
A272,Robert Silverberg,Pianeta senza scampo,Mondadori,2002,9788804510062,Fantascienza,FALSE,9788852077814,ISBN-13,corrected-isbn-by-title,Le porte di Damasco
A273,Vernor Vinge,I naufraghi del tempo,Mondadori,1986,9788804276186,Fantascienza,FALSE,8869110664,ISBN-10,found-isbn-by-title,
A274,Dava Sobel,Longitude,Fourth Estate,1998,9781857025712,"Saggistica, Storia, Scienza (Inglese)",FALSE,9781857025712,ISBN-13,ok,Longitude
A275,Arthur Conan Doyle,The Memoirs of Sherlock Holmes,Giunti,2001,9788809020788,"Giallo, Classico (Inglese)",FALSE,9788809020788,ISBN-13,ok,The memoirs of Sherlock Holmes
A276,Christophe Léon,Reato di fuga,Sinnos,2016,9788876092922,"Ragazzi, Attualità",FALSE,887609296X,ISBN-10,found-isbn-by-title,
A277,Arthur Conan Doyle,Sherlock Holmes La valle della paura,Fabbri Editori,2002,9788845180292,"Giallo, Classico",FALSE,9788854138377,ISBN-13,found-isbn-by-title,
A278,Christopher Paolini,Eragon,Rizzoli,2003,9788817006880,"Ragazzi, Fantasy",FALSE,9788858615119,ISBN-13,corrected-isbn-by-title,Brand. Poema drammatico in cinque atti
A279,Beppe Severgnini,L'italiano. Lezioni semiserie,Rizzoli,2007,9788817013116,"Saggistica, Linguistica",FALSE,9788817027441,ISBN-13,corrected-isbn-by-title,L'italiano
A280,Nicholas Evans,L'uomo che sussurrava ai cavalli,Rizzoli,1995,9788817663185,"Narrativa, Romanzo",FALSE,9788817202268,ISBN-13,found-isbn-by-title,
A281,Alessio Grosso,Apocalisse bianca,Mursia,2004,9788842531678,"Thriller, Fantascienza",FALSE,8842532754,ISBN-10,corrected-isbn-by-title,La Casa rossa
A282,AA. VV.,Racconti di montagna,Einaudi,2008,9788806192137,"Narrativa, Racconti, Montagna",FALSE,886490378X,ISBN-10,found-isbn-by-title,
A283,Tom Clancy,La grande fuga dell'Ottobre Rosso,Corriere della Sera,1997,9788817115162,"Thriller, Spionaggio",FALSE,8817672750,ISBN-10,corrected-isbn-by-title,"onorevole, stia zitto"
A284,"Popper, Condry",Cattiva maestra televisione,Donzelli,1994,9788879890670,"Saggistica, Sociologia",FALSE,9788829705184,ISBN-13,corrected-isbn-by-title,Dalla politica alla ragion di stato
A285,Peter Atkins,Le regole del gioco,Zanichelli,2014,9788808255938,"Saggistica, Fisica",FALSE,9788830431577,ISBN-13,found-isbn-by-title,ISBN not found in the database
A286,Silvia Vaccari,Days in space,Vaccari,2009,9788885335967,"Saggistica, Astronomia",FALSE,9789355626332,ISBN-13,corrected-isbn-by-title,Carta bollata e marche da bollo del Regno Lombardo-Veneto e dei territori italiani passati all'Impero Austriaco
A290,Emanuela Nava,Sulle orme di Gandhi,Editoriale Scienza,2007,9788873073611,"Ragazzi, Biografia, Storia",FALSE,9788873075578,ISBN-13,corrected-isbn-by-title,Piccola posta. Con gadget
A291,Andrew Matthews,"L'amore, la vendetta, la magia",Einaudi,2006,9788806179977,"Ragazzi, Mitologia",FALSE,8847710464,ISBN-10,corrected-isbn-by-title,Metà di un sole giallo
A292,Beatrice Masini,Signore e signorine,Einaudi,2004,9788806170066,"Ragazzi, Narrativa",FALSE,8846733592,ISBN-10,found-isbn-by-title,ISBN not found in the database
A293,Erminia Dell'Oro,Un treno per la vita,Mondadori,2003,9788842496334,"Ragazzi, Storia, Shoah",FALSE,8842402001,ISBN-10,found-isbn-by-title,
A294,Luigi Fleischmann,Un ragazzo ebreo nelle retrovie,Ghisetti e Corvi,2004,9788853800267,"Narrativa, Memorie, Shoah",FALSE,8880139088,ISBN-10,found-isbn-by-title,
A295,Graziella Favaro,La zuppiera di MarzuK,Carthusia,2002,9788887212265,"Ragazzi, Intercultura",FALSE,888721252X,ISBN-10,found-isbn-by-title,
A296,Carla Bisi Castellani,La casa di via Colombo,Ibis,2005,9788871641880,"Saggistica, Memorie, Guerra",FALSE,8871641671,ISBN-10,found-isbn-by-title,
A297,Annamaria Gangai,Emozioni,Albatros,2011,9788856738987,"Narrativa, Romanzo",FALSE,9788878857124,ISBN-13,found-isbn-by-title,
A298,Stefano Mencherini,Il pane loro,Manni,2001,9788881762148,"Teatro, Impegno Civile",FALSE,8881762218,ISBN-10,found-isbn-by-title,
A299,-,III concorso lett. codex purpureus,Sistema Bibliotecario Tortonese,2004,-,"Antologia, Locale",FALSE,1508196605,ISBN-10,found-isbn-by-title,
A300,"R. Gavoni, G. Ranzini",Il teatro dei ragazzi,Cedam,1997,9788813203521,"Saggistica, Teatro, Pedagogia",FALSE,8836650546,ISBN-10,found-isbn-by-title,
A301,Serena Zoli,Il lavoro smobilita l'uomo,Longanesi,2008,9788830425025,"Narrativa, Satira, Società",FALSE,8830424455,ISBN-10,found-isbn-by-title,
A302,Riccardo E. Grassi,Il fruscio lieve della gioia,Infinito,2015,9788868610660,"Narrativa, Romanzo",FALSE,8868611082,ISBN-10,found-isbn-by-title,
A303,Cinzia Montagna,Chi ha paura di Caterina?,Primula,2016,9788894132433,Romanzo Storico,FALSE,8898583745,ISBN-10,found-isbn-by-title,
A304,Igiaba Scego,La mia casa è dove sono,Loescher,2012,9788820136030,"Saggistica, Autobiografia, Intercultura",FALSE,9788858651292,ISBN-13,found-isbn-by-title,
A305,Ann Brashares,Quattro amiche e un paio di Jeans,Fabbri Editori,2005,9788845110824,"Ragazzi, Young Adult",FALSE,9788858602010,ISBN-13,found-isbn-by-title,
A306,Gordon Korman,Le 39 chiavi - La falsa nota,Piemme,2008,9788856613765,"Ragazzi, Avventura",FALSE,9788858518205,ISBN-13,found-isbn-by-title,
A307,-,Il Quotidiano in classe,La Nuova Italia,2012,-,"Scolastico, Attualità",FALSE,,invalid,not-found (No valid ISBN found in title results),
A308,-,Il Quotidiano in classe,La Nuova Italia,2016,-,"Scolastico, Attualità",FALSE,,invalid,not-found (No valid ISBN found in title results),
A309,-,Indovinelli di nonna e giochi di una volta,-,-,-,"Saggistica, Tradizioni, Giochi",FALSE,8867215299,ISBN-10,found-isbn-by-title,
A310,-,Modi di dire Pronti all'uso...,-,-,-,"Saggistica, Linguistica",FALSE,8867217704,ISBN-10,found-isbn-by-title,
A311,Rudyard Kipling,The Jungle books,Penguin Books,1994,9780140624373,"Ragazzi, Classico (Inglese)",FALSE,9780140624373,ISBN-13,ok,The Jungle Books
